Stock Symbol,Company Name,Sector / Industry,Segment,Segment Score,Recommendation Action,Recommendation Theme,Risk Bucket,Risk Score,Annualized Return (%),Volatility (%),Risk-Adjusted Return,Liquidity Score,Investor Confidence Score,Opportunity Score,Average Delivery (%),Max Drawdown (%),Downside Volatility (%),Historical VaR 95 (%),Historical CVaR 95 (%),Stable Compounder Score,Growth-Risk Score,Liquid Trading Score,Weak Risk-Return Score,Defensive Score,Segment Rationale
VEDL,Vedanta Ltd.,METALS,Weak Risk-Return Candidates,79.18367346938776,Avoid,Underweight / Avoid List,High,98.9795918367347,1.0315517595464565,40.16777474183403,0.0256810780825285,68.36734693877551,11.224489795918368,30.10204081632653,34.86140859766277,-92.42088633811451,24.221126759091256,4.174634323880342,5.211507825501113,18.28571428571429,76.42857142857143,72.65306122448979,79.18367346938776,1.6326530612244898,"Returns are weak relative to risk, with risk-adjusted return 0.03 and drawdown -92.42%."
ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,Weak Risk-Return Candidates,88.57142857142857,Avoid,Underweight / Avoid List,High,94.3877551020408,-3.704229220977451,37.34638360679924,-0.0991857541007815,67.34693877551021,25.30612244897959,23.469387755102044,45.22112596615834,-86.13007087237101,23.106106742038,3.833523814000775,4.941627316544167,13.79591836734694,67.24489795918367,71.53061224489795,88.57142857142857,6.938775510204087,"Returns are weak relative to risk, with risk-adjusted return -0.10 and drawdown -86.13%."
HINDALCO,Hindalco Industries Ltd.,METALS,High Growth High Risk,77.55102040816327,Trade Candidate,Risk-Capped Growth Sleeve,High,91.83673469387756,6.620496489148331,34.713139691177126,0.1907201868815983,66.3265306122449,37.6530612244898,45.255102040816325,43.40255385902531,-88.02525096689884,21.39665086193791,3.601807798138437,4.559482083517481,31.10204081632653,77.55102040816327,67.90816326530611,64.89795918367346,9.591836734693874,"Growth remains attractive (6.62% annualized), but volatility (34.71%) and left-tail risk (VaR 3.60%) are elevated."
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILE,Liquid Trading Candidates,95.56122448979592,Trade Candidate,Execution-First Trading Watchlist,High,91.32653061224492,3.6185804277761418,35.677366338894046,0.1014250994146759,94.89795918367346,24.59183673469388,40.25510204081633,36.052944490818035,-85.20395507462747,21.570917474090344,3.688060740632922,4.639037843423955,24.9795918367347,74.79591836734693,95.56122448979592,71.12244897959182,5.714285714285721,"Execution profile is strong with liquidity score 94.90, making the stock easier to trade even when return quality is mixed."
TATASTEEL,Tata Steel Ltd.,METALS,Liquid Trading Candidates,88.9795918367347,Trade Candidate,Execution-First Trading Watchlist,High,87.24489795918367,10.878517754323758,34.274734239892,0.3173917462987172,86.73469387755102,16.632653061224488,55.71428571428571,26.09513355592654,-84.87644796121413,21.03603440483391,3.6202594257786824,4.4626352365563315,41.14285714285714,84.48979591836735,88.9795918367347,50.204081632653065,8.163265306122446,"Execution profile is strong with liquidity score 86.73, making the stock easier to trade even when return quality is mixed."
JSWSTEEL,JSW Steel Ltd.,METALS,High Growth High Risk,82.44897959183673,Trade Candidate,Risk-Capped Growth Sleeve,High,86.73469387755102,8.912829154396196,34.77862169834766,0.2562732138065047,57.142857142857146,30.10204081632653,50.7142857142857,30.39801952929394,-75.61295125674717,21.254610782716934,3.6903969391073015,4.548990607957528,38.69387755102041,82.44897959183673,56.836734693877546,53.87755102040816,6.3265306122448965,"Growth remains attractive (8.91% annualized), but volatility (34.78%) and left-tail risk (VaR 3.69%) are elevated."
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SERVICES,Weak Risk-Return Candidates,91.73469387755102,Avoid,Underweight / Avoid List,High,86.73469387755102,-4.577160178505235,33.17797333863167,-0.1379577990430082,55.102040816326536,23.36734693877551,14.999999999999998,44.589873570138465,-86.90292263318501,20.66853026459968,3.4588030572152864,4.433382135926155,11.102040816326532,58.06122448979592,53.673469387755105,91.73469387755102,15.102040816326532,"Returns are weak relative to risk, with risk-adjusted return -0.14 and drawdown -86.90%."
INDUSINDBK,IndusInd Bank Ltd.,FINANCIAL SERVICES,High Growth High Risk,74.38775510204081,Trade Candidate,Risk-Capped Growth Sleeve,High,81.12244897959185,8.013288030774213,32.84078830214027,0.2440041316015541,64.28571428571428,27.75510204081633,47.90816326530612,48.90023973316656,-82.1511355795685,20.046602172005827,3.4432236877236053,4.232302992452028,42.61224489795918,74.38775510204081,64.54081632653062,55.71428571428572,20.816326530612244,"Growth remains attractive (8.01% annualized), but volatility (32.84%) and left-tail risk (VaR 3.44%) are elevated."
TITAN,Titan Company Ltd.,CONSUMER GOODS,Weak Risk-Return Candidates,80.71428571428571,Avoid,Underweight / Avoid List,High,81.12244897959184,-0.6338699963439831,31.079247891261648,-0.0203952810750675,24.48979591836735,12.551020408163264,17.755102040816325,36.7944449081803,-95.18793019551536,19.03472190916049,3.3493294364437673,4.06414024933766,19.265306122448976,57.14285714285714,23.46938775510204,80.71428571428571,22.857142857142858,"Returns are weak relative to risk, with risk-adjusted return -0.02 and drawdown -95.19%."
ICICIBANK,ICICI Bank Ltd.,FINANCIAL SERVICES,Liquid Trading Candidates,95.76530612244898,Trade Candidate,Execution-First Trading Watchlist,High,80.10204081632654,-2.098120293108907,31.86964546892293,-0.0658344409621641,94.89795918367346,42.244897959183675,33.8265306122449,47.346297765713096,-85.50793595411498,19.438234429106643,3.370220722339136,4.20280326756177,21.95918367346939,58.06122448979591,95.76530612244898,81.63265306122449,23.46938775510204,"Execution profile is strong with liquidity score 94.90, making the stock easier to trade even when return quality is mixed."
AXISBANK,Axis Bank Ltd.,FINANCIAL SERVICES,Liquid Trading Candidates,83.6734693877551,Trade Candidate,Execution-First Trading Watchlist,High,79.08163265306122,-0.1410451116936606,32.99807179794897,-0.0042743440452307,79.59183673469389,33.16326530612245,38.775510204081634,46.69621013133209,-73.01605298285956,20.416581212761827,3.5123515356238,4.358538552755346,28.163265306122454,65.40816326530611,83.6734693877551,72.34693877551021,17.142857142857146,"Execution profile is strong with liquidity score 79.59, making the stock easier to trade even when return quality is mixed."
EICHERMOT,Eicher Motors Ltd.,AUTOMOBILE,Weak Risk-Return Candidates,89.99999999999999,Avoid,Underweight / Avoid List,High,77.55102040816327,-3.8784339722373606,30.0497742494724,-0.1290669919859866,9.183673469387754,51.73469387755102,13.979591836734697,57.46766937669378,-94.10107553892703,18.468247577481893,3.211607095538268,3.9344242536557306,21.877551020408163,48.775510204081634,8.877551020408163,89.99999999999999,38.57142857142857,"Returns are weak relative to risk, with risk-adjusted return -0.13 and drawdown -94.10%."
UPL,UPL Ltd.,FERTILISERS & PESTICIDES,High Growth High Risk,69.28571428571428,Trade Candidate,Risk-Capped Growth Sleeve,High,76.0204081632653,6.038737655581539,32.313364036486576,0.1868805008591154,31.632653061224488,66.0204081632653,47.04081632653061,55.85018687222612,-75.37151620068398,19.591036652057543,3.3677665367519074,4.186152799451977,45.71428571428572,69.28571428571428,29.693877551020407,58.97959183673469,30.40816326530613,"Growth remains attractive (6.04% annualized), but volatility (32.31%) and left-tail risk (VaR 3.37%) are elevated."
BHARTIARTL,Bharti Airtel Ltd.,TELECOM,Weak Risk-Return Candidates,81.83673469387756,Avoid,Underweight / Avoid List,High,72.44897959183673,-2.3930475831278053,30.34425818103785,-0.0788632751820976,76.53061224489795,52.65306122448979,31.3265306122449,52.17112652374948,-87.70439036874514,17.997843604968054,3.1169443199750355,3.907563523248667,24.489795918367346,49.28571428571429,79.6938775510204,81.83673469387756,38.16326530612245,"Returns are weak relative to risk, with risk-adjusted return -0.08 and drawdown -87.70%."
KOTAKBANK,Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,Weak Risk-Return Candidates,61.22448979591837,Avoid,Underweight / Avoid List,High,70.40816326530613,5.8782268329399034,29.036093737819343,0.2024455109567147,47.95918367346939,54.59183673469387,43.92857142857142,51.47848402589267,-87.42117584750562,18.433311847710307,3.12405465974868,3.909007577443437,42.53061224489796,58.16326530612245,47.90816326530612,61.22448979591837,39.38775510204081,"Returns are weak relative to risk, with risk-adjusted return 0.20 and drawdown -87.42%."
BAJFINANCE,Bajaj Finance Ltd.,FINANCIAL SERVICES,High Growth High Risk,69.08163265306123,Trade Candidate,Risk-Capped Growth Sleeve,High,69.38775510204081,14.051256320511229,29.415610985556068,0.4776802469753496,47.95918367346939,73.36734693877551,65.05102040816327,62.785978283566514,-89.79336077582474,17.98526536302466,3.0798001888761974,3.853993884208224,64.73469387755102,69.08163265306123,48.214285714285715,39.48979591836735,49.18367346938776,"Growth remains attractive (14.05% annualized), but volatility (29.42%) and left-tail risk (VaR 3.08%) are elevated."
SBIN,State Bank of India,FINANCIAL SERVICES,Liquid Trading Candidates,98.87755102040816,Trade Candidate,Execution-First Trading Watchlist,High,68.36734693877551,6.90224284507881,29.92986913130707,0.2306138665290375,97.95918367346938,23.163265306122447,50.61224489795919,28.03631260434056,-80.25597615983074,18.24506362470467,3.206128962439313,3.9132984083289224,38.69387755102041,62.75510204081632,98.87755102040816,54.795918367346935,26.530612244897963,"Execution profile is strong with liquidity score 97.96, making the stock easier to trade even when return quality is mixed."
BPCL,Bharat Petroleum Corporation Ltd.,ENERGY,High Growth High Risk,71.3265306122449,Trade Candidate,Risk-Capped Growth Sleeve,Medium,67.34693877551021,8.759064112345394,32.475586631587575,0.2697122676092273,40.81632653061224,28.92857142857143,51.071428571428584,44.34498644986449,-61.61100136387988,19.33487652470445,3.34374186833203,4.1428776714085425,47.755102040816325,71.3265306122449,37.09183673469388,45.20408163265306,22.244897959183675,"Growth remains attractive (8.76% annualized), but volatility (32.48%) and left-tail risk (VaR 3.34%) are elevated."
HCLTECH,HCL Technologies Ltd.,IT,High Growth High Risk,81.22448979591837,Trade Candidate,Risk-Capped Growth Sleeve,Medium,65.3061224489796,16.037108393395762,31.289156449566157,0.5125452461220994,42.85714285714286,61.0204081632653,74.79591836734696,50.42064832186783,-61.244951098142984,19.35085164484566,3.27410857526313,4.09810786552327,68.0,81.22448979591837,41.224489795918366,25.714285714285708,28.77551020408163,"Growth remains attractive (16.04% annualized), but volatility (31.29%) and left-tail risk (VaR 3.27%) are elevated."
MM,Mahindra & Mahindra Ltd.,AUTOMOBILE,High Growth High Risk,73.46938775510205,Trade Candidate,Risk-Capped Growth Sleeve,Medium,59.69387755102041,15.414754467851033,29.66813908519976,0.5195726777329568,40.81632653061224,54.08163265306122,70.25510204081633,49.68878465707734,-67.37587969007808,17.929833078194388,3.1328561366193988,3.849124818733502,67.59183673469389,73.46938775510205,38.01020408163265,26.93877551020408,37.55102040816327,"Growth remains attractive (15.41% annualized), but volatility (29.67%) and left-tail risk (VaR 3.13%) are elevated."
SHREECEM,Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,Stable Compounders,68.57142857142857,Buy,Core Compounder Basket,Medium,59.18367346938776,11.991544630884343,29.62824722573793,0.4047335145923631,2.0408163265306123,92.44897959183676,63.775510204081634,68.23390452366063,-72.16756004602551,17.87527169588142,3.095112727200745,3.8166200629480302,68.57142857142857,67.04081632653062,2.0408163265306123,36.224489795918366,51.0204081632653,High return quality (11.99% annualized) with solid risk-adjusted performance (0.40) and manageable drawdown (-72.17%).
TECHM,Tech Mahindra Ltd.,IT,Weak Risk-Return Candidates,62.65306122448979,Avoid,Underweight / Avoid List,Medium,58.6734693877551,4.158683617357228,27.166187387777775,0.1530830792703817,46.93877551020408,25.51020408163265,34.795918367346935,43.830833562585966,-81.18312962417306,16.884174228814107,2.9021694324495244,3.638624824477401,36.48979591836735,48.673469387755105,44.69387755102041,62.65306122448979,40.81632653061225,"Returns are weak relative to risk, with risk-adjusted return 0.15 and drawdown -81.18%."
ONGC,Oil & Natural Gas Corporation Ltd.,ENERGY,Weak Risk-Return Candidates,68.46938775510203,Avoid,Underweight / Avoid List,Medium,58.67346938775509,0.9696244198602376,27.670510719503916,0.0350417970123256,64.28571428571428,50.86734693877551,37.80612244897959,51.34129247446321,-84.42411943091679,16.71307118805223,2.895961080284911,3.6000748723848557,35.83673469387755,45.30612244897959,63.826530612244895,68.46938775510203,48.36734693877552,"Returns are weak relative to risk, with risk-adjusted return 0.04 and drawdown -84.42%."
IOC,Indian Oil Corporation Ltd.,ENERGY,Weak Risk-Return Candidates,79.08163265306122,Avoid,Underweight / Avoid List,Medium,55.61224489795919,-3.314747092539183,27.21089078677749,-0.1218169268515791,39.795918367346935,34.13265306122449,20.918367346938773,48.98267250364812,-78.48990040401236,16.71837290225821,2.8861168600962475,3.5591926165378873,25.79591836734694,37.85714285714286,34.183673469387756,79.08163265306122,46.938775510204074,"Returns are weak relative to risk, with risk-adjusted return -0.12 and drawdown -78.49%."
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILE,Weak Risk-Return Candidates,58.265306122448976,Avoid,Underweight / Avoid List,Medium,50.0,1.817475702141591,27.255714672643393,0.0666823718978022,24.489795918367346,58.46938775510204,40.357142857142854,51.984267250364816,-63.988455481819365,16.78432886699367,2.8520229593769812,3.6110090491110745,44.48979591836735,46.63265306122449,22.39795918367347,58.265306122448976,48.77551020408164,"Returns are weak relative to risk, with risk-adjusted return 0.07 and drawdown -63.99%."
BAJAJFINSV,Bajaj Finserv Ltd.,FINANCIAL SERVICES,High Growth High Risk,55.51020408163265,Trade Candidate,Risk-Capped Growth Sleeve,Medium,47.95918367346938,9.745049355621196,27.677510297324513,0.3520927009306618,21.42857142857143,20.714285714285715,47.95918367346938,47.161399562636674,-64.41201515345587,16.436746257010572,2.8122746573971673,3.486537070285791,55.02040816326531,55.51020408163265,19.693877551020407,38.77551020408163,46.53061224489796,"Growth remains attractive (9.75% annualized), but volatility (27.68%) and left-tail risk (VaR 2.81%) are elevated."
INFY,Infosys Ltd.,IT,Liquid Trading Candidates,82.65306122448979,Trade Candidate,Execution-First Trading Watchlist,Medium,45.91836734693877,11.830975186719073,26.63445108117732,0.4441981984408184,78.57142857142857,76.12244897959184,74.59183673469387,53.636629143214506,-70.3480745525297,16.747514341527232,2.7426559536385877,3.57474609427407,67.34693877551021,55.51020408163265,82.65306122448979,31.53061224489796,56.53061224489796,"Execution profile is strong with liquidity score 78.57, making the stock easier to trade even when return quality is mixed."
LT,Larsen & Toubro Ltd.,CONSTRUCTION,Liquid Trading Candidates,67.60204081632654,Trade Candidate,Execution-First Trading Watchlist,Medium,43.36734693877551,4.3866509712675805,26.306587916532465,0.1667510429397335,65.3061224489796,34.08163265306123,44.8469387755102,47.46107791586998,-72.85804157917408,15.749135277797253,2.782373476647253,3.4083238324588123,44.89795918367347,39.897959183673464,67.60204081632654,55.0,55.91836734693877,"Execution profile is strong with liquidity score 65.31, making the stock easier to trade even when return quality is mixed."
GAIL,GAIL (India) Ltd.,ENERGY,Defensive / Low Volatility,57.142857142857146,Watch,Defensive Regime Watchlist,Medium,41.3265306122449,4.5000406741031895,27.1503103578185,0.1657454598049303,41.836734693877546,50.61224489795919,46.0204081632653,52.73568688763811,-61.001592649209414,16.219330371118794,2.793823702290267,3.459982591944282,51.51020408163265,43.87755102040816,38.265306122448976,50.714285714285715,57.142857142857146,Volatility (27.15%) and downside risk (16.22%) sit toward the safer end of the universe.
WIPRO,Wipro Ltd.,IT,Stable Compounders,51.265306122448976,Buy,Core Compounder Basket,Medium,40.30612244897959,5.479306761720348,26.58738147057861,0.2060867395980197,47.95918367346938,44.89795918367347,50.714285714285715,45.90957681884511,-56.31292388211126,16.512569234261516,2.84211578370511,3.511976576580142,51.265306122448976,45.10204081632652,45.20408163265306,46.224489795918366,49.59183673469388,High return quality (5.48% annualized) with solid risk-adjusted performance (0.21) and manageable drawdown (-56.31%).
HDFC,Housing Development Finance Corporation Ltd.,FINANCIAL SERVICES,Stable Compounders,78.44897959183672,Buy,Core Compounder Basket,Medium,37.244897959183675,12.167656257584404,26.72590283733752,0.4552757798919157,63.265306122448976,90.81632653061224,79.6938775510204,65.30880967271212,-52.946452212044136,16.10318726048649,2.8115163468584536,3.4423283394007687,78.44897959183672,56.224489795918366,63.265306122448976,24.28571428571429,64.48979591836735,High return quality (12.17% annualized) with solid risk-adjusted performance (0.46) and manageable drawdown (-52.95%).
COALINDIA,Coal India Ltd.,METALS,Weak Risk-Return Candidates,81.0204081632653,Avoid,Underweight / Avoid List,Medium,37.244897959183675,-11.542892288316844,24.551903001291393,-0.4701424687002756,74.48979591836735,65.61224489795919,30.51020408163265,55.10057351809083,-74.99538267155926,15.1952660195393,2.6977167930385892,3.24824846227154,30.77551020408163,20.000000000000004,77.34693877551021,81.0204081632653,70.61224489795919,"Returns are weak relative to risk, with risk-adjusted return -0.47 and drawdown -75.00%."
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,Defensive / Low Volatility,72.65306122448979,Watch,Defensive Regime Watchlist,Medium,34.69387755102041,10.572792914585062,25.57613689251888,0.4133850612004522,15.306122448979592,83.46938775510203,63.673469387755105,60.19182367149758,-67.85556585920452,15.554644466200152,2.6542671703962,3.2983033168479716,71.59183673469389,44.795918367346935,14.081632653061224,31.93877551020408,72.65306122448979,Volatility (25.58%) and downside risk (15.55%) sit toward the safer end of the universe.
HINDUNILVR,Hindustan Unilever Ltd.,CONSUMER GOODS,Defensive / Low Volatility,79.38775510204081,Watch,Defensive Regime Watchlist,Low,32.142857142857146,-0.6910915491069702,23.356696317014055,-0.0295885830653005,55.10204081632653,82.44897959183673,39.59183673469388,60.31712794823627,-75.21598657565119,14.423294716129073,2.4091993923759736,3.0970687422514094,44.6530612244898,22.448979591836732,53.57142857142857,65.71428571428571,79.38775510204081,Volatility (23.36%) and downside risk (14.42%) sit toward the safer end of the universe.
GRASIM,Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,Stable Compounders,74.93877551020408,Buy,Core Compounder Basket,Low,31.122448979591834,14.148036452138404,25.82303223706574,0.5478843972409507,12.244897959183676,50.10204081632653,67.14285714285714,49.5071669793621,-58.927921648509006,15.579087807292186,2.6453260388009747,3.3243428192560662,74.93877551020408,50.306122448979586,11.020408163265309,18.46938775510204,63.265306122448976,High return quality (14.15% annualized) with solid risk-adjusted performance (0.55) and manageable drawdown (-58.93%).
RELIANCE,Reliance Industries Ltd.,ENERGY,Liquid Trading Candidates,92.14285714285714,Trade Candidate,Execution-First Trading Watchlist,Low,29.081632653061227,18.123923149396393,26.17323419256928,0.6924602063333034,89.79591836734693,36.224489795918366,84.79591836734694,43.50394407345576,-45.34769841810407,15.659474081138288,2.67930224602246,3.3450509546891016,76.6530612244898,56.12244897959184,92.14285714285714,11.224489795918368,55.714285714285715,"Execution profile is strong with liquidity score 89.80, making the stock easier to trade even when return quality is mixed."
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILE,Stable Compounders,77.38775510204081,Buy,Core Compounder Basket,Low,29.081632653061224,19.095949814762704,26.23350174565427,0.7279222575737933,53.06122448979592,28.36734693877551,77.75510204081633,38.7390849525531,-46.82202187698117,15.553156401699352,2.684496636765764,3.30527582312024,77.38775510204081,56.53061224489796,52.44897959183673,9.38775510204082,55.71428571428571,High return quality (19.10% annualized) with solid risk-adjusted performance (0.73) and manageable drawdown (-46.82%).
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMA,Defensive / Low Volatility,70.61224489795919,Watch,Defensive Regime Watchlist,Low,28.57142857142857,10.325664913778107,25.8905600681051,0.3988196812512535,59.18367346938776,57.55102040816326,66.63265306122449,55.62428212641272,-57.03041560280195,15.508625780152167,2.62628031165193,3.314371512482429,69.79591836734694,42.755102040816325,59.38775510204081,29.897959183673475,70.61224489795919,Volatility (25.89%) and downside risk (15.51%) sit toward the safer end of the universe.
CIPLA,Cipla Ltd.,PHARMA,Defensive / Low Volatility,70.81632653061224,Watch,Defensive Regime Watchlist,Low,25.0,-1.2988406015965404,23.383023154787175,-0.0555463078062526,29.59183673469388,34.897959183673464,31.42857142857143,50.92087854757929,-57.9919764323954,14.3917272609121,2.478662130368028,3.082410532989268,42.285714285714285,22.653061224489797,27.959183673469383,61.12244897959184,70.81632653061224,Volatility (23.38%) and downside risk (14.39%) sit toward the safer end of the universe.
NTPC,NTPC Ltd.,ENERGY,Defensive / Low Volatility,83.87755102040816,Watch,Defensive Regime Watchlist,Low,23.979591836734695,-2.5984612891308823,22.68652834180446,-0.1145376344049388,65.3061224489796,60.40816326530612,35.05102040816327,58.7852862035225,-70.4158083050032,13.51419900157489,2.3983942104095863,2.9217092249981067,41.55102040816326,14.591836734693878,65.25510204081633,69.28571428571428,83.87755102040816,Volatility (22.69%) and downside risk (13.51%) sit toward the safer end of the universe.
ITC,ITC Ltd.,CONSUMER GOODS,Liquid Trading Candidates,85.40816326530611,Trade Candidate,Execution-First Trading Watchlist,Low,19.387755102040817,9.120073706200603,23.099916053957458,0.3948098202996786,82.6530612244898,79.89795918367345,74.38775510204081,59.16343280467446,-53.40144074229569,14.063156659065172,2.455406970395206,3.0059213322699465,73.06122448979592,34.38775510204082,85.40816326530611,30.10204081632653,81.02040816326532,"Execution profile is strong with liquidity score 82.65, making the stock easier to trade even when return quality is mixed."
TCS,Tata Consultancy Services Ltd.,IT,Stable Compounders,89.55102040816325,Buy,Core Compounder Basket,Low,16.326530612244895,21.153024867367144,23.27738821007539,0.9087370402754748,66.32653061224491,77.55102040816325,91.73469387755102,54.94288475477169,-51.89354692031849,13.82386226967274,2.36690476640318,2.920146082450817,89.55102040816325,45.71428571428571,71.73469387755102,5.408163265306122,80.20408163265307,High return quality (21.15% annualized) with solid risk-adjusted performance (0.91) and manageable drawdown (-51.89%).
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMA,Stable Compounders,81.79591836734696,Buy,Core Compounder Basket,Low,15.816326530612244,12.5245880325064,23.337813281689627,0.5366650200399425,28.57142857142857,58.77551020408163,73.9795918367347,52.3664269335001,-39.18311778038128,14.27262065423028,2.392600437654018,3.020495371909636,81.79591836734696,41.02040816326531,27.3469387755102,13.775510204081634,76.73469387755102,High return quality (12.52% annualized) with solid risk-adjusted performance (0.54) and manageable drawdown (-39.18%).
BRITANNIA,Britannia Industries Ltd.,CONSUMER GOODS,Defensive / Low Volatility,95.51020408163264,Watch,Defensive Regime Watchlist,Low,12.755102040816327,0.8933395976966851,19.76527278546852,0.045197433265554,6.122448979591837,69.79591836734694,38.31632653061224,64.45236864053378,-63.313260775486015,12.206717075524171,2.111336578947964,2.570766077398706,56.3265306122449,12.653061224489791,5.561224489795919,53.57142857142857,95.51020408163264,Volatility (19.77%) and downside risk (12.21%) sit toward the safer end of the universe.
POWERGRID,Power Grid Corporation of India Ltd.,ENERGY,Defensive / Low Volatility,89.79591836734693,Watch,Defensive Regime Watchlist,Low,11.73469387755102,-4.1015063229551725,21.18224859529522,-0.1936294111790453,56.12244897959184,70.20408163265306,34.6938775510204,59.190348317951766,-55.02380601854367,13.01920239416324,2.25563909774436,2.7812415570892,43.18367346938776,7.448979591836735,54.18367346938776,67.34693877551021,89.79591836734693,Volatility (21.18%) and downside risk (13.02%) sit toward the safer end of the universe.
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILE,Stable Compounders,86.6938775510204,Buy,Core Compounder Basket,Low,10.20408163265306,16.247934268170617,22.868703175866408,0.7104877851279839,24.489795918367346,60.91836734693877,79.64285714285714,50.94014366021237,-26.75365989752495,13.418013459304651,2.3085393294355923,2.8822276031120175,86.6938775510204,41.32653061224489,22.704081632653057,6.224489795918368,79.79591836734694,High return quality (16.25% annualized) with solid risk-adjusted performance (0.71) and manageable drawdown (-26.75%).
HDFCBANK,HDFC Bank Ltd.,FINANCIAL SERVICES,Defensive / Low Volatility,88.57142857142858,Watch,Defensive Regime Watchlist,Low,10.20408163265306,10.51212640581658,21.95750709564712,0.478748628431527,66.3265306122449,81.27551020408163,79.03061224489797,59.500258494892634,-44.984776445483185,13.250332383960362,2.292277416677815,2.832573857322508,81.46938775510205,30.918367346938776,69.74489795918366,19.795918367346943,88.57142857142858,Volatility (21.96%) and downside risk (13.25%) sit toward the safer end of the universe.
ASIANPAINT,Asian Paints Ltd.,CONSUMER GOODS,Defensive / Low Volatility,93.06122448979592,Watch,Defensive Regime Watchlist,Low,6.63265306122449,14.571576900802974,20.323703565153664,0.7169744851911197,18.367346938775512,85.0,80.61224489795917,62.55723785699395,-42.08817952994007,12.338425253538349,2.1190346149041055,2.6028903977304507,92.0,34.6938775510204,16.3265306122449,8.061224489795922,93.06122448979592,Volatility (20.32%) and downside risk (12.34%) sit toward the safer end of the universe.
NESTLEIND,Nestle India Ltd.,CONSUMER GOODS,Defensive / Low Volatility,97.9591836734694,Watch,Defensive Regime Watchlist,Low,2.5510204081632653,7.154231906278818,18.93858728859118,0.3777595338691714,6.122448979591837,88.6734693877551,62.70408163265305,66.20740555951532,-35.94915804407718,11.399830210159752,1.9931693972435292,2.439967446473838,78.12244897959184,20.61224489795918,5.76530612244898,27.244897959183675,97.9591836734694,Volatility (18.94%) and downside risk (11.40%) sit toward the safer end of the universe.
